country_name_short;country_name;election_type;election_date;vote_share;seats;seats_total;party_name_short_x;party_name_x;party_name_english;left_right;country_id;election_id;previous_parliament_election_id;previous_cabinet_id;party_id;party_name_y;party_name_short_y;farright;farright_start;farright_end;parlgov_id;far_right;election_year
FIN;Finland;parliament;1995-03-19;6.5;9.0;200.0;VIHR;Vihreä Liitto – Gröna Förbundet;Green League;3.6465;67.0;24.0;602.0;206.0;1062.0;;;;;;;non far-right;1995
FIN;Finland;parliament;1995-03-19;3.0;7.0;200.0;KD;Kristillisdemokraatit – Kristdemokraterna;Christian Democrats;7.1884;67.0;24.0;602.0;206.0;1463.0;;;;;;;non far-right;1995
FIN;Finland;parliament;1995-03-19;0.4;1.0;200.0;AS;Åländsk Samling;Aland Coalition;;67.0;24.0;602.0;206.0;66.0;;;;;;;non far-right;1995
FIN;Finland;parliament;1995-03-19;1.3;1.0;200.0;SP|P;Suomen Puolue | Perussuomalaiset;Finnish Party | True Finns;6.6331;67.0;24.0;602.0;206.0;200.0;Suomen Maaseudun Puolue | Perussuomalaiset;PS;1.0;1900.0;2100.0;200.0;far-right;1995
FIN;Finland;parliament;1995-03-19;1.01;0.0;200.0;VSL;Vapaan Suomen Liitto – Självständighetspartiet;League for Free Finland;;67.0;24.0;602.0;206.0;979.0;;;;;;;non far-right;1995
FIN;Finland;parliament;1995-03-19;0.3;1.0;200.0;Eko;Ekologinen puolue – Ekologiska partiet;Ecological Party;4.75;67.0;24.0;602.0;206.0;1105.0;;;;;;;non far-right;1995
FIN;Finland;parliament;1995-03-19;2.8;2.0;200.0;NSP;Nuorsuomalaiset – Ungfinnarna;Young Finns;6.0;67.0;24.0;602.0;206.0;1009.0;;;;;;;non far-right;1995
BEL;Belgium;parliament;1995-05-21;4.67;5.0;150.0;VU;Volksunie;People's Union;6.5321;64.0;332.0;418.0;624.0;290.0;;;;;;;non far-right;1995
BEL;Belgium;parliament;1995-05-21;4.01;6.0;150.0;Ecolo;Écologistes Confédérés pour l'organisation de luttes originales;Confederated ecologists for the organisation of original struggles;2.641;64.0;332.0;418.0;624.0;161.0;;;;;;;non far-right;1995
BEL;Belgium;parliament;1995-05-21;7.83;11.0;150.0;VB;Vlaams Blok | Vlaams Belang;Flemish Block | Flemish Interest;9.6622;64.0;332.0;418.0;624.0;993.0;Vlaams Belang;VB;1.0;1900.0;2100.0;993.0;far-right;1995
BEL;Belgium;parliament;1995-05-21;12.6;20.0;150.0;SP;Socialistische Partij;Socialist Party;3.2459;64.0;332.0;418.0;624.0;1029.0;;;;;;;non far-right;1995
BEL;Belgium;parliament;1995-05-21;7.73;12.0;150.0;PSC-CDH;Parti Social Chrétien – Centre Democrate Humaniste;Francophone Christian Social Party -- Humanist Democratic Centre;5.4974;64.0;332.0;418.0;624.0;1192.0;;;;;;;non far-right;1995
BEL;Belgium;parliament;1995-05-21;10.26;18.0;150.0;PRL;Parti Réformateur Libéral;Liberal Reformist Party;6.8551;64.0;332.0;418.0;624.0;454.0;;;;;;;non far-right;1995
BEL;Belgium;parliament;1995-05-21;4.43;5.0;150.0;AGL-Gr;Agalev – Groen;Agalev -- Green;2.5762;64.0;332.0;418.0;624.0;1594.0;;;;;;;non far-right;1995
BEL;Belgium;parliament;1995-05-21;2.28;2.0;150.0;FN;Front National;National Front;9.655;64.0;332.0;418.0;624.0;171.0;Front National;FN;1.0;1900.0;2100.0;171.0;far-right;1995
BEL;Belgium;parliament;1995-05-21;0.6;0.0;150.0;PA-PTB;Partij van de Arbeid – Parti du Travail de Belgique;Workers' Party of Belgium;1.3;64.0;332.0;418.0;624.0;256.0;Partij van de Arbeid – Parti du Travail;PVDA/PTB;0.0;2100.0;2100.0;256.0;non far-right;1995
BEL;Belgium;parliament;1995-05-21;17.2;29.0;150.0;CVP|CD&V;Christelijke Volkspartij | Christen-Democratisch en Vlaams;Flemish Christian Peoples Party | Christian Democrats & Flemish;5.7667;64.0;332.0;418.0;624.0;723.0;;;;;;;non far-right;1995
BEL;Belgium;parliament;1995-05-21;13.15;21.0;150.0;PVV|VLD;Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten;Party of Liberty and Progress | Flemish Liberals and Democrats;7.0053;64.0;332.0;418.0;624.0;1110.0;;;;;;;non far-right;1995
BEL;Belgium;parliament;1995-05-21;11.87;21.0;150.0;PS;Parti Socialiste;Socialist Party [Francophone];2.9307;64.0;332.0;418.0;624.0;1378.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;1.25;0.0;100.0;LKPP;Latvijas Krievu pilsoņu partija;Latvia's Party of Russian Citizens;;55.0;534.0;564.0;201.0;1083.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;5.58;5.0;100.0;LSP;Latvijas Sociālistiskā partija;Socialist Party of Latvia;1.25;55.0;534.0;564.0;201.0;309.0;Latvijas Socialistiska Partija;LSP;0.0;2100.0;2100.0;309.0;non far-right;1995
LVA;Latvia;parliament;1995-10-01;5.55;6.0;100.0;TSP;Tautas Saskaņas Partija;National Harmony Party;1.864;55.0;534.0;564.0;201.0;32.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;7.15;8.0;100.0;LVP;Latvijas Vienības Partija;Latvian Unity Party;1.3;55.0;534.0;564.0;201.0;1042.0;Latvijas Vienibas Partija;LVP;0.0;2100.0;2100.0;1042.0;non far-right;1995
LVA;Latvia;parliament;1995-10-01;6.32;8.0;100.0;LNNK;Latvijas Nacionālās Neatkarības Kustība;Latvian National Independence Movement;8.375;55.0;534.0;564.0;201.0;1557.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;6.36;8.0;100.0;KDS;Kristīgi demokrātiskā savienība;Christian Democratic Union;6.2;55.0;534.0;564.0;201.0;239.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;11.94;14.0;100.0;TB;Tēvzemei un Brīvībai;For Fatherland and Freedom;8.7;55.0;534.0;564.0;201.0;203.0;Tevzemei un Brivibai / LNNK;TB / LNNK;1.0;1900.0;2100.0;203.0;far-right;1995
PRT;Portugal;parliament;1995-10-01;44.61;112.0;230.0;PS;Partido Socialista;Socialist Party;4.0492;63.0;216.0;90.0;282.0;725.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;14.65;17.0;100.0;LC;Latvijas Ceļš;Latvian Way;6.125;55.0;534.0;564.0;201.0;526.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;15.15;18.0;100.0;DPS;"Demokrātiskā partija ""Saimnieks""";Democratic Party Saimnieks;6.0;55.0;534.0;564.0;201.0;759.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;1.0;0.0;100.0;MPA-LNP;Maznodrošināto politiskā apvienība un Latviešu neatkarības partija;Political Association of the Underprivileged and Latvian Independence Party;;55.0;534.0;564.0;201.0;1163.0;;;;;;;non far-right;1995
PRT;Portugal;parliament;1995-10-01;34.78;88.0;230.0;PSD;Partido Social Democrata;Social Democratic Party;6.2949;63.0;216.0;90.0;282.0;1273.0;;;;;;;non far-right;1995
PRT;Portugal;parliament;1995-10-01;;13.0;230.0;PCP;Partido Comunista Português;Portuguese Communist Party;2.1754;63.0;216.0;90.0;282.0;514.0;Partido Comunista Português;PCP;0.0;2100.0;2100.0;514.0;non far-right;1995
PRT;Portugal;parliament;1995-10-01;;2.0;230.0;PEV;Partido Ecologista – Os Verdes;Ecology Party -- Greens;1.6579;63.0;216.0;90.0;282.0;1535.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;1.49;0.0;100.0;TPA;Tautsaimnieku politiskā apvienība;Political Union of Economists;6.0;55.0;534.0;564.0;201.0;278.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;14.9;16.0;100.0;TKL-ZP;Tautas Kustība Latvijai – Zīgerista Partija;People's Movement for Latvia -- Siegerist Party;8.7;55.0;534.0;564.0;201.0;267.0;Tautas Kustība “Latvijai” (Zīgerista Partija);TKL;1.0;1900.0;2100.0;267.0;far-right;1995
PRT;Portugal;parliament;1995-10-01;0.71;0.0;230.0;PCTP/MRPP;Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado;Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat;1.3;63.0;216.0;90.0;282.0;281.0;;;;;;;non far-right;1995
PRT;Portugal;parliament;1995-10-01;8.74;;230.0;CDU;Coligação Democrático Unitária;Unified Democratic Coalition;2.2233;63.0;216.0;90.0;282.0;1295.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;1.37;0.0;100.0;LZ;Latviesu Zemnieku Savieniba;Union of Latvian Farmers;5.3;55.0;534.0;564.0;201.0;2417.0;;;;;;;non far-right;1995
PRT;Portugal;parliament;1995-10-01;9.23;15.0;230.0;CDS-PP;Centro Democrático e Social – Partido Popular;Democratic and Social Centre -- People's Party;8.0222;63.0;216.0;90.0;282.0;251.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;1.16;0.0;100.0;LTF;Latvijas Tautas fronte;Popular Front of Latvia;;55.0;534.0;564.0;201.0;42.0;;;;;;;non far-right;1995
LVA;Latvia;parliament;1995-10-01;4.56;0.0;100.0;LSDSP;Latvijas Sociāldemokrātiskā Strādnieku Partija;Latvian Social Democratic Workers' Party;2.5;55.0;534.0;564.0;201.0;1656.0;;;;;;;non far-right;1995
CHE;Switzerland;parliament;1995-10-22;4.0;7.0;200.0;FPS;Auto-Partei | Freiheitspartei der Schweiz;Automobile Party | Freedom Party of Switzerland;8.0556;40.0;105.0;521.0;773.0;1602.0;;;;;;;non far-right;1995
CHE;Switzerland;parliament;1995-10-22;3.1;3.0;200.0;NA|SD;Nationale Aktion – Action Nationale | Schweizer Demokraten – Démocrates Suisses;National Action -- Swiss Democrats;9.4247;40.0;105.0;521.0;773.0;628.0;Schweizer Demokraten;SD;1.0;1900.0;2100.0;628.0;far-right;1995
CHE;Switzerland;parliament;1995-10-22;1.5;2.0;200.0;FGr-ASF;Feministische und grün-alternative Gruppierungen – Alternative socialiste verte et groupements féministes;Feminists and Green-Alternative Groups;2.5;40.0;105.0;521.0;773.0;569.0;;;;;;;non far-right;1995
CHE;Switzerland;parliament;1995-10-22;1.2;3.0;200.0;PdA;Partei der Arbeit der Schweiz;Swiss Party of Labour;0.5263;40.0;105.0;521.0;773.0;1167.0;Partei der Arbeit der Schweiz;PdA;0.0;2100.0;2100.0;1167.0;non far-right;1995
CHE;Switzerland;parliament;1995-10-22;0.3;0.0;200.0;S;solidaritéS;Solidarity;1.3;40.0;105.0;521.0;773.0;1226.0;SolidaritéS;SOL;0.0;2100.0;2100.0;1226.0;non far-right;1995
CHE;Switzerland;parliament;1995-10-22;0.3;1.0;200.0;CsP-PCS;Christlich-soziale Partei – Parti chrétien-social;Christian Social Party;6.2;40.0;105.0;521.0;773.0;1012.0;;;;;;;non far-right;1995
CHE;Switzerland;parliament;1995-10-22;1.3;1.0;200.0;EDU-UDF;Eidgenössisch-Demokratische Union – Union Démocratique Fédérale;Federal Democratic Union of Switzerland;8.6579;40.0;105.0;521.0;773.0;1318.0;Eidgenössisch-Demokratische Union;EDU;1.0;1900.0;2100.0;1318.0;far-right;1995
CHE;Switzerland;parliament;1995-10-22;21.8;54.0;200.0;SP-PS;Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse;Social Democratic Party of Switzerland;1.8319;40.0;105.0;521.0;773.0;35.0;;;;;;;non far-right;1995
CHE;Switzerland;parliament;1995-10-22;1.8;2.0;200.0;EVP-PEP;Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse;Protestant Peoples Party;4.9248;40.0;105.0;521.0;773.0;602.0;;;;;;;non far-right;1995
CHE;Switzerland;parliament;1995-10-22;2.7;7.0;200.0;LPS;Liberale Partei der Schweiz – Parti liberal suisse;Liberal Party of Switzerland;7.2961;40.0;105.0;521.0;773.0;458.0;;;;;;;non far-right;1995
CHE;Switzerland;parliament;1995-10-22;0.9;1.0;200.0;LdT;Lega dei Ticinesi;Ticino League;8.7;40.0;105.0;521.0;773.0;1500.0;Lega dei Ticinesi;LdT;1.0;1900.0;2100.0;1500.0;far-right;1995
CHE;Switzerland;parliament;1995-10-22;14.9;29.0;200.0;SVP-UDC;Schweizerische Volkspartei – Union Démocratique du Centre;Swiss People's Party;7.3575;40.0;105.0;521.0;773.0;750.0;Schweizerische Volkspartei;SVP;1.0;1900.0;2100.0;750.0;far-right;1995
CHE;Switzerland;parliament;1995-10-22;16.8;34.0;200.0;KK/CVP;Katholische Konservative / Christlichdemokratische Volkspartei – Conservateurs catholiques  /  Parti démocrate-chrétien;Catholic Conservative / Christian Democratic People's Party;4.7288;40.0;105.0;521.0;773.0;531.0;;;;;;;non far-right;1995
CHE;Switzerland;parliament;1995-10-22;5.0;8.0;200.0;Grue;Grüne – Écologiste;Greens;1.6886;40.0;105.0;521.0;773.0;141.0;;;;;;;non far-right;1995
CHE;Switzerland;parliament;1995-10-22;20.2;45.0;200.0;FDP-PRD;Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse;Radical Democratic Party;6.3249;40.0;105.0;521.0;773.0;26.0;;;;;;;non far-right;1995
CHE;Switzerland;parliament;1995-10-22;1.8;3.0;200.0;LdU-ADI;Landesring der Unabhängigen – Alliance des Indépendants;Independents Alliance;3.3;40.0;105.0;521.0;773.0;1264.0;;;;;;;non far-right;1995
AUT;Austria;parliament;1995-12-17;4.8;9.0;183.0;Gruene;Die Grünen – Die Grüne Alternative;The Greens -- The Green Alternative;2.4604;59.0;162.0;66.0;294.0;1429.0;;;;;;;non far-right;1995
AUT;Austria;parliament;1995-12-17;21.9;41.0;183.0;FPO;Freiheitliche Partei Österreichs;Freedom Party of Austria;8.3494;59.0;162.0;66.0;294.0;50.0;Freiheitliche Partei Österreichs;FPÖ;1.0;1900.0;2100.0;50.0;far-right;1995
AUT;Austria;parliament;1995-12-17;5.5;10.0;183.0;LIF;Liberales Forum;Liberal Forum;4.8806;59.0;162.0;66.0;294.0;955.0;;;;;;;non far-right;1995
AUT;Austria;parliament;1995-12-17;38.1;71.0;183.0;SPO;Sozialdemokratische Partei Österreichs;Social Democratic Party of Austria;3.7293;59.0;162.0;66.0;294.0;973.0;;;;;;;non far-right;1995
AUT;Austria;parliament;1995-12-17;28.3;52.0;183.0;OVP;Österreichische Volkspartei;Austrian People's Party;6.4733;59.0;162.0;66.0;294.0;1013.0;;;;;;;non far-right;1995
AUT;Austria;parliament;1995-12-17;1.1;0.0;183.0;Nein;Nein – Bürgerinitiative gegen die EU Mitgliedschaft;No -- Citizens' Initiative against EU membership;;59.0;162.0;66.0;294.0;1744.0;;;;;;;non far-right;1995
ESP;Spain;parliament;1996-03-03;0.37;1.0;350.0;UV;Union Valenciana;Valencian Union;6.0417;27.0;99.0;252.0;654.0;443.0;;;;;;;non far-right;1996
ESP;Spain;parliament;1996-03-03;38.0;141.0;350.0;PSOE;Partido Socialista Obrero Español;Spanish Socialist Workers Party;3.7377;27.0;99.0;252.0;654.0;902.0;;;;;;;non far-right;1996
ESP;Spain;parliament;1996-03-03;10.64;21.0;350.0;PCE|IU;Partido Communista | Izquierda Unida;Communist Party | United Left;2.0183;27.0;99.0;252.0;654.0;118.0;Izquierda Unida;IU;0.0;2100.0;2100.0;118.0;non far-right;1996
ESP;Spain;parliament;1996-03-03;4.64;16.0;350.0;CiU;Convergència i Unió;Convergence and Union;6.2564;27.0;99.0;252.0;654.0;894.0;;;;;;;non far-right;1996
ESP;Spain;parliament;1996-03-03;0.68;1.0;350.0;ERC;Esquerra Republicana de Catalunya;Republican Left of Catalonia;3.1072;27.0;99.0;252.0;654.0;757.0;;;;;;;non far-right;1996
ESP;Spain;parliament;1996-03-03;0.47;1.0;350.0;EA;Eusko Alkartasuna;Basque Solidarity;4.3115;27.0;99.0;252.0;654.0;845.0;;;;;;;non far-right;1996
ESP;Spain;parliament;1996-03-03;0.73;2.0;350.0;HB;Herri Batasuna;United People;0.5909;27.0;99.0;252.0;654.0;1317.0;Herri Batasuna;HB;0.0;2100.0;2100.0;1317.0;non far-right;1996
ESP;Spain;parliament;1996-03-03;1.29;5.0;350.0;PNV;Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea;Basque Nationalist Party;6.2144;27.0;99.0;252.0;654.0;1361.0;;;;;;;non far-right;1996
ESP;Spain;parliament;1996-03-03;39.17;156.0;350.0;AP-P;Alianza-Partido Popular;People's Alliance-Party;7.5969;27.0;99.0;252.0;654.0;645.0;;;;;;;non far-right;1996
ESP;Spain;parliament;1996-03-03;0.54;0.0;350.0;PA;Partidu Andalucista;Andalusian Party;4.85;27.0;99.0;252.0;654.0;370.0;;;;;;;non far-right;1996
ESP;Spain;parliament;1996-03-03;0.89;2.0;350.0;BNG;Bloque Nacionalista Galego;Galician Nationalist Bloc;2.9117;27.0;99.0;252.0;654.0;520.0;Bloque Nacionalista Galego;BNG;0.0;2100.0;2100.0;520.0;non far-right;1996
ESP;Spain;parliament;1996-03-03;0.89;4.0;350.0;CC;Coalición Canaria;Canary Coalition;5.9789;27.0;99.0;252.0;654.0;234.0;;;;;;;non far-right;1996
ITA;Italy;parliament;1996-04-21;;123.0;630.0;FI-PdL;Forza Italia – Il Popolo della Libertà;Go Italy -- The People of Freedom;7.1459;26.0;551.0;146.0;991.0;596.0;Forza Italia (1994-2009);FI1;0.0;2100.0;2100.0;596.0;non far-right;1996
ITA;Italy;parliament;1996-04-21;;16.0;630.0;FdV;Federazione dei Verdi;Federation of the Greens;2.3725;26.0;551.0;146.0;991.0;910.0;;;;;;;non far-right;1996
ITA;Italy;parliament;1996-04-21;;26.0;630.0;DINI-RI;Lista Dini – Rinnovamento Italiano;Dini List -- Italian Renewal;5.0317;26.0;551.0;146.0;991.0;630.0;;;;;;;non far-right;1996
ITA;Italy;parliament;1996-04-21;;30.0;630.0;CCD+CDU;Centro Cristiano Democratico  / Cristiani Democratici Uniti;Christian Democratic Centre / United Christian Democrats;5.9067;26.0;551.0;146.0;991.0;627.0;;;;;;;non far-right;1996
ITA;Italy;parliament;1996-04-21;8.57;35.0;630.0;PRC;Partito della Rifondazione Comunista;Communist Refoundation Party;0.8849;26.0;551.0;146.0;991.0;1321.0;Partito della Rifondazione Comunista;PRC;0.0;2100.0;2100.0;1321.0;non far-right;1996
ITA;Italy;parliament;1996-04-21;;93.0;630.0;AN;Alleanza Nazionale;National Alliance;8.0871;26.0;551.0;146.0;991.0;373.0;Alleanza Nazionale;AN;1.0;1900.0;2100.0;373.0;far-right;1996
ITA;Italy;parliament;1996-04-21;;171.0;630.0;DS;Democratici di Sinistra;Democrats of the Left;2.6277;26.0;551.0;146.0;991.0;809.0;;;;;;;non far-right;1996
ITA;Italy;parliament;1996-04-21;1.88;0.0;630.0;R;Radicali;Radicals;3.9732;26.0;551.0;146.0;991.0;1296.0;;;;;;;non far-right;1996
ITA;Italy;parliament;1996-04-21;10.07;59.0;630.0;LN;Lega Nord;North League;7.8007;26.0;551.0;146.0;991.0;1436.0;Lega (Nord);Lega;1.0;1900.0;2100.0;1436.0;far-right;1996
ITA;Italy;parliament;1996-04-21;0.22;1.0;630.0;LAM;Lega d'Azione Meridionale;Southern Action League;8.7;26.0;551.0;146.0;991.0;436.0;Lega d'Azione Meridionale;LAM;1.0;1900.0;2100.0;436.0;far-right;1996
ITA;Italy;parliament;1996-04-21;0.1;1.0;630.0;UV;Union Valdôtaine;Valdotanian Union;;26.0;551.0;146.0;991.0;974.0;;;;;;;non far-right;1996
ITA;Italy;parliament;1996-04-21;42.1;;630.0;CeD;Centro-destra;Centre Right;7.4;26.0;551.0;146.0;991.0;67.0;Il Popolo della Libertà;PDL;0.0;2100.0;2100.0;67.0;non far-right;1996
ITA;Italy;parliament;1996-04-21;34.94;;630.0;CeS;Centro-sinistra;Centre Left;3.3;26.0;551.0;146.0;991.0;1048.0;;;;;;;non far-right;1996
ITA;Italy;parliament;1996-04-21;;75.0;630.0;PpP;Popolari per Prodi;Popular Party for Prodi;6.2;26.0;551.0;146.0;991.0;840.0;;;;;;;non far-right;1996
CYP;Cyprus;parliament;1996-05-26;8.1;5.0;56.0;EDEK;Kinima Sosialdimokraton EDEK;Movement for Social Democracy EDEK;3.2895;51.0;330.0;342.0;645.0;945.0;;;;;;;non far-right;1996
CYP;Cyprus;parliament;1996-05-26;16.4;10.0;56.0;DIKO;Dimokratikó Kómma;Democratic Party;5.1316;51.0;330.0;342.0;645.0;851.0;;;;;;;non far-right;1996
CYP;Cyprus;parliament;1996-05-26;1.4;0.0;56.0;ADISOK;Anorthotiko Dimokratiko Sosialistiko Kinima;Democratic Socialist Renewal Movement;1.3;51.0;330.0;342.0;645.0;1779.0;;;;;;;non far-right;1996
CYP;Cyprus;parliament;1996-05-26;33.0;19.0;56.0;AKEL;Anorthotikó Kómma Ergazómenou Laoú;Progressive Party of Working People;1.0526;51.0;330.0;342.0;645.0;572.0;Anorthotikó Kómma Ergazómenou Laoú;AKEL;0.0;2100.0;2100.0;572.0;non far-right;1996
CYP;Cyprus;parliament;1996-05-26;1.7;0.0;56.0;NO;Neoi Orizontes;New Horizons;9.3421;51.0;330.0;342.0;645.0;6.0;New Horizons;NH;1.0;1900.0;2100.0;6.0;far-right;1996
CYP;Cyprus;parliament;1996-05-26;1.0;0.0;56.0;KOP;Kinima Oikologoi Perivallontistoi;Ecological and Environmental Movement;5.7895;51.0;330.0;342.0;645.0;1621.0;;;;;;;non far-right;1996
CYP;Cyprus;parliament;1996-05-26;3.7;2.0;56.0;ED;Enomeni Dimokrates;United Democrats;7.1053;51.0;330.0;342.0;645.0;1523.0;;;;;;;non far-right;1996
CYP;Cyprus;parliament;1996-05-26;34.5;20.0;56.0;DISY;Dimokratikós Sinayermós;Democratic Rally;8.6842;51.0;330.0;342.0;645.0;1575.0;;;;;;;non far-right;1996
CZE;Czech Republic;parliament;1996-06-01;2.8;0.0;200.0;DU;Demokratická unie;Democratic Union;6.0;68.0;301.0;39.0;835.0;1616.0;;;;;;;non far-right;1996
CZE;Czech Republic;parliament;1996-06-01;3.09;0.0;200.0;DZJ;Důchodci za životní jistoty;Pensioners for a Secure Living;3.3;68.0;301.0;39.0;835.0;77.0;;;;;;;non far-right;1996
CZE;Czech Republic;parliament;1996-06-01;26.44;61.0;200.0;CSSD;Česká strana sociálně demokratická;Czech Social Democratic Party;3.0463;68.0;301.0;39.0;835.0;789.0;;;;;;;non far-right;1996
CZE;Czech Republic;parliament;1996-06-01;10.33;22.0;200.0;KSCM;Komunistická strana Cech a Moravy;Communist Party of Bohemia and Moravia;0.7498;68.0;301.0;39.0;835.0;1173.0;Komunistická strana Cech a Moravy;KSCM;0.0;2100.0;2100.0;1173.0;non far-right;1996
CZE;Czech Republic;parliament;1996-06-01;8.01;18.0;200.0;SPR-RSC;Sdruzení pro republiku – Republikánská strana Ceskoslovenska;Rally for the Republic -- Republican Party of Czechoslovakia;9.7778;68.0;301.0;39.0;835.0;872.0;Sdruzení pro republiku – Republikánská strana Ceskoslovenska;SPR-RSC;1.0;1900.0;2100.0;872.0;far-right;1996
CZE;Czech Republic;parliament;1996-06-01;29.62;68.0;200.0;ODS;Občanská demokratická strana;Civic Democratic Party;7.3637;68.0;301.0;39.0;835.0;829.0;;;;;;;non far-right;1996
CZE;Czech Republic;parliament;1996-06-01;2.05;0.0;200.0;CNSP;Česká národně strana socialistická;Czech National Social(ist) Party;8.7;68.0;301.0;39.0;835.0;29.0;;;;;;;non far-right;1996
CZE;Czech Republic;parliament;1996-06-01;8.08;18.0;200.0;KDU-CSL;Křesťanská a demokratická unie – Československá strana lidová;Christian Democratic Union -- People's Party;5.8099;68.0;301.0;39.0;835.0;1245.0;;;;;;;non far-right;1996
CZE;Czech Republic;parliament;1996-06-01;6.36;13.0;200.0;ODA;Občanská demokratická aliance;Civic Democratic Alliance;7.1111;68.0;301.0;39.0;835.0;1123.0;;;;;;;non far-right;1996
CZE;Czech Republic;parliament;1996-06-01;1.4;0.0;200.0;LB;Levý Blok;Left Bloc;1.3;68.0;301.0;39.0;835.0;2224.0;;;;;;;non far-right;1996
GRC;Greece;parliament;1996-09-22;41.49;162.0;300.0;PASOK;Panellinio Sosialistikó Kínima;Panhellenic Socialist Movement;4.4968;41.0;399.0;654.0;281.0;1338.0;;;;;;;non far-right;1996
GRC;Greece;parliament;1996-09-22;38.12;108.0;300.0;ND;Néa Đimokratía;New Democracy;6.7365;41.0;399.0;654.0;281.0;47.0;;;;;;;non far-right;1996
GRC;Greece;parliament;1996-09-22;4.43;9.0;300.0;DIKKI;Dimokratiko Koinoniko Kinima;Democratic Social Movement;2.3;41.0;399.0;654.0;281.0;720.0;Dimokratiko Koinoniko Kinima;DIKKI;0.0;2100.0;2100.0;720.0;non far-right;1996
GRC;Greece;parliament;1996-09-22;5.12;10.0;300.0;SYN;Synaspismós tīs Aristerás;Coalition of the Left;2.7683;41.0;399.0;654.0;281.0;1441.0;Synaspismós tis Aristerás;SYN;0.0;2100.0;2100.0;1441.0;non far-right;1996
GRC;Greece;parliament;1996-09-22;5.61;11.0;300.0;KKE;Kommounistikó Kómma Elládas;Communist Party of Greece;1.253;41.0;399.0;654.0;281.0;614.0;Kommounistikó Kómma Elládas;KKE;0.0;2100.0;2100.0;614.0;non far-right;1996
