country_name_short;country_name;election_type;election_date;vote_share;seats;seats_total;party_name_short_x;party_name_x;party_name_english;left_right;country_id;election_id;previous_parliament_election_id;previous_cabinet_id;party_id;party_name_y;party_name_short_y;farright;farright_start;farright_end;parlgov_id;far_right;election_year
ITA;Italy;parliament;2008-04-13;34.04;217.0;630.0;PD;Partito Democratico;Democratic Party;2.6216;26.0;111.0;107.0;117.0;382.0;;;;;;;non far-right;2008
ITA;Italy;parliament;2008-04-13;0.24;1.0;630.0;AIE;Associativo Italiani all'Estero;Associative Italians Abroad;;26.0;111.0;107.0;117.0;927.0;;;;;;;non far-right;2008
ITA;Italy;parliament;2008-04-13;3.16;0.0;630.0;PRC;Partito della Rifondazione Comunista;Communist Refoundation Party;0.8849;26.0;111.0;107.0;117.0;1321.0;Partito della Rifondazione Comunista;PRC;0.0;2100.0;2100.0;1321.0;non far-right;2008
ITA;Italy;parliament;2008-04-13;0.4;2.0;630.0;SVP;Südtiroler Volkspartei;South Tyrol Peoples Party;5.4;26.0;111.0;107.0;117.0;1030.0;;;;;;;non far-right;2008
ITA;Italy;parliament;2008-04-13;38.23;276.0;630.0;FI-PdL;Forza Italia – Il Popolo della Libertà;Go Italy -- The People of Freedom;7.1459;26.0;111.0;107.0;117.0;596.0;Forza Italia (1994-2009);FI1;0.0;2100.0;2100.0;596.0;non far-right;2008
ITA;Italy;parliament;2008-04-13;4.48;29.0;630.0;IdV;Italia dei Valori;Italy of Values;4.8712;26.0;111.0;107.0;117.0;693.0;Lista Di Pietro - Italia dei Valori;IdV;0.0;2100.0;2100.0;693.0;non far-right;2008
ITA;Italy;parliament;2008-04-13;5.85;36.0;630.0;UC;Unione / Centro;Union / Centre;6.1092;26.0;111.0;107.0;117.0;226.0;;;;;;;non far-right;2008
ITA;Italy;parliament;2008-04-13;8.29;60.0;630.0;LN;Lega Nord;North League;7.8007;26.0;111.0;107.0;117.0;1436.0;Lega (Nord);Lega;1.0;1900.0;2100.0;1436.0;far-right;2008
ITA;Italy;parliament;2008-04-13;1.12;8.0;630.0;MpA;Movimento per l'Autonomia;Movement for Autonomy;6.2;26.0;111.0;107.0;117.0;1040.0;;;;;;;non far-right;2008
SVN;Slovenia;parliament;2008-09-21;30.45;29.0;90.0;ZL-SD;Združena lista – Socialni demokrati;United List -- Social Democrats;3.0637;60.0;522.0;80.0;407.0;706.0;Združena levica;ZL;0.0;2100.0;2100.0;706.0;non far-right;2008
SVN;Slovenia;parliament;2008-09-21;29.26;28.0;90.0;SDS;Slovenska demokratska stranka;Slovenian Democratic Party;6.9996;60.0;522.0;80.0;407.0;179.0;Slovenska Demokratska Stranka;SDS;1.0;2015.0;2100.0;179.0;non far-right;2008
SVN;Slovenia;parliament;2008-09-21;9.37;9.0;90.0;Zares;Zares;For Real;3.3;60.0;522.0;80.0;407.0;326.0;;;;;;;non far-right;2008
SVN;Slovenia;parliament;2008-09-21;7.45;7.0;90.0;DeSUS;Demokratična stranka upokojencev Slovenije;Democratic Party of Pensioners of Slovenia;3.2292;60.0;522.0;80.0;407.0;1587.0;;;;;;;non far-right;2008
SVN;Slovenia;parliament;2008-09-21;5.4;5.0;90.0;SNS;Slovenska nacionalna stranka;Slovenian National Party;4.7941;60.0;522.0;80.0;407.0;981.0;Slovenska Nacionalna Stranka;SNS;1.0;1900.0;2100.0;981.0;far-right;2008
SVN;Slovenia;parliament;2008-09-21;5.21;5.0;90.0;SLS;Slovenska ljudska stranka;Slovenian People's Party;6.6953;60.0;522.0;80.0;407.0;16.0;;;;;;;non far-right;2008
SVN;Slovenia;parliament;2008-09-21;5.21;5.0;90.0;LDS;Liberalna demokracija Slovenije;Liberal Democracy of Slovenia;3.7351;60.0;522.0;80.0;407.0;1252.0;;;;;;;non far-right;2008
SVN;Slovenia;parliament;2008-09-21;;1.0;90.0;Mad;Madžarska narodna skupnost;Hungarian national community;;60.0;522.0;80.0;407.0;65.0;;;;;;;non far-right;2008
SVN;Slovenia;parliament;2008-09-21;;1.0;90.0;Ita;Italijanska narodna skupnost;Italian national community;;60.0;522.0;80.0;407.0;199.0;;;;;;;non far-right;2008
SVN;Slovenia;parliament;2008-09-21;3.4;0.0;90.0;NSI;Nova Slovenija – Krščanska ljudska stranka;New Slovenia -- Christian People's Party;7.9345;60.0;522.0;80.0;407.0;1047.0;Nova Slovenija – Krščanski Demokrati;N.Si;1.0;1900.0;2100.0;1047.0;far-right;2008
SVN;Slovenia;parliament;2008-09-21;1.81;0.0;90.0;LIPA;Stranka Lipa;Party Lime Tree;8.7;60.0;522.0;80.0;407.0;1946.0;;;;;;;non far-right;2008
AUT;Austria;parliament;2008-09-28;10.43;20.0;183.0;Gruene;Die Grünen – Die Grüne Alternative;The Greens -- The Green Alternative;2.4604;59.0;607.0;197.0;583.0;1429.0;;;;;;;non far-right;2008
AUT;Austria;parliament;2008-09-28;2.09;0.0;183.0;LIF;Liberales Forum;Liberal Forum;4.8806;59.0;607.0;197.0;583.0;955.0;;;;;;;non far-right;2008
AUT;Austria;parliament;2008-09-28;10.7;21.0;183.0;BZO;Bündnis Zukunft Österreich;Alliance for the Future of Austria;8.83;59.0;607.0;197.0;583.0;1536.0;Bündnis Zukunft Österreich;BZÖ;0.0;1900.0;2008.0;1536.0;non far-right;2008
AUT;Austria;parliament;2008-09-28;25.98;51.0;183.0;OVP;Österreichische Volkspartei;Austrian People's Party;6.4733;59.0;607.0;197.0;583.0;1013.0;;;;;;;non far-right;2008
AUT;Austria;parliament;2008-09-28;29.26;57.0;183.0;SPO;Sozialdemokratische Partei Österreichs;Social Democratic Party of Austria;3.7293;59.0;607.0;197.0;583.0;973.0;;;;;;;non far-right;2008
AUT;Austria;parliament;2008-09-28;17.54;34.0;183.0;FPO;Freiheitliche Partei Österreichs;Freedom Party of Austria;8.3494;59.0;607.0;197.0;583.0;50.0;Freiheitliche Partei Österreichs;FPÖ;1.0;1900.0;2100.0;50.0;far-right;2008
AUT;Austria;parliament;2008-09-28;1.76;0.0;183.0;Fritz;Bürgerforum Österreich – Liste Fritz Dinkhauser;The Citizens' Forum Austria;3.3;59.0;607.0;197.0;583.0;1746.0;;;;;;;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;5.73;11.0;141.0;LRLS;Lietuvos Respublikos liberalų sąjūdis;Liberals Movement of the Republic of Lithuania;7.7562;15.0;646.0;214.0;579.0;482.0;;;;;;;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;12.68;15.0;141.0;TT-LDP;Tvarka ir teisingumas – Liberalų demokratų partija;Order and Justice -- Liberal Democratic Party;5.2955;15.0;646.0;214.0;579.0;1421.0;Tvarka ir Teisingumas;TT;0.0;2100.0;2100.0;1421.0;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;15.09;16.0;141.0;TPP;Tautos prisikėlimo partija;National Resurrection Party;6.0;15.0;646.0;214.0;579.0;1502.0;Tautos Prisikelimo Partija;TPP;0.0;2100.0;2100.0;1502.0;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;1.11;0.0;141.0;PDP;Pilietinės demokratijos partija;Civic Democratic Party;6.0;15.0;646.0;214.0;579.0;676.0;;;;;;;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;1.75;0.0;141.0;JL;Jaunoji Lietuva;Young Lithuania;9.8;15.0;646.0;214.0;579.0;383.0;Jaunoji Lietuva;JL;1.0;1900.0;2100.0;383.0;far-right;2008
LTU;Lithuania;parliament;2008-10-12;;4.0;141.0;none;no party affiliation;no party affiliation;;15.0;646.0;214.0;579.0;58.0;;;;;;;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;4.79;3.0;141.0;LLRA;Lietuvos lenkų rinkimų akcija;Election Action of Lithuania's Poles;3.865;15.0;646.0;214.0;579.0;28.0;;;;;;;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;3.73;3.0;141.0;LVLS;Lietuvos valstiečių sąjunga;Lithuanian Peasant Union;3.2687;15.0;646.0;214.0;579.0;191.0;;;;;;;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;3.64;1.0;141.0;NS-SL;Naujoji sąjunga (socialliberalai);New Union (Social Liberals);4.2686;15.0;646.0;214.0;579.0;856.0;;;;;;;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;3.24;0.0;141.0;SPF;Socialist People's Front;Socialist People's Front;1.3;15.0;646.0;214.0;579.0;1056.0;;;;;;;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;11.72;25.0;141.0;LSDP;Lietuvos socialdemokratų partija;Lithuanian Social Democratic Party;3.1972;15.0;646.0;214.0;579.0;1277.0;;;;;;;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;19.72;45.0;141.0;TS-LK;Tėvynės sąjunga;Homeland Union;7.4004;15.0;646.0;214.0;579.0;1045.0;;;;;;;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;8.99;10.0;141.0;DP;Darbo partija;Labour Party;3.86;15.0;646.0;214.0;579.0;581.0;Darbo Partija;DP;0.0;2100.0;2100.0;581.0;non far-right;2008
LTU;Lithuania;parliament;2008-10-12;5.34;8.0;141.0;LiCS;Liberalų ir centro sąjunga;Liberal and Centre Union;7.7562;15.0;646.0;214.0;579.0;983.0;;;;;;;non far-right;2008
ROU;Romania;parliament;2008-11-30;18.57;65.0;334.0;PNL;Partidul Naţional Liberal;National Liberal Party;6.0543;23.0;319.0;165.0;118.0;1015.0;;;;;;;non far-right;2008
ROU;Romania;parliament;2008-11-30;;4.0;334.0;PU|PC;Partidul Umanist | Partidul Conservator;Humanist Party | Conservative Party;4.7622;23.0;319.0;165.0;118.0;5.0;;;;;;;non far-right;2008
ROU;Romania;parliament;2008-11-30;;18.0;334.0;etnice;Partidele minorităţilor etnice din România;Romanian ethnic minorities parties;;23.0;319.0;165.0;118.0;425.0;;;;;;;non far-right;2008
ROU;Romania;parliament;2008-11-30;6.17;22.0;334.0;UDMR;Uniunea Democrată Maghiară din România;Democratic Union of Hungarians in Romania;6.016;23.0;319.0;165.0;118.0;948.0;;;;;;;non far-right;2008
ROU;Romania;parliament;2008-11-30;33.09;110.0;334.0;PSD;Partidul Social Democrat;Social Democratic Party;3.2325;23.0;319.0;165.0;118.0;1120.0;;;;;;;non far-right;2008
ROU;Romania;parliament;2008-11-30;2.27;0.0;334.0;PNG-CD;Partidul Noua Generaţie – Creştin Democrat;New Generation Party -- Christian Democratic;6.2;23.0;319.0;165.0;118.0;1332.0;;;;;;;non far-right;2008
ROU;Romania;parliament;2008-11-30;3.15;0.0;334.0;PRM;Partidul România Mare;Greater Romania Party;6.6618;23.0;319.0;165.0;118.0;713.0;Partidul România Mare;PRM;1.0;1900.0;2100.0;713.0;far-right;2008
ROU;Romania;parliament;2008-11-30;32.36;115.0;334.0;PD-L;Partidul Democrat-Liberal;Democratic Liberal Party;5.3875;23.0;319.0;165.0;118.0;958.0;;;;;;;non far-right;2008
LUX;Luxembourg;parliament;2009-06-07;8.13;4.0;60.0;AR|ADR;Aktiounskomitee Rente | Alternativ Demokratesch Reformpartei;Action Committee Pensions | Alternative Democratic Reform Party;8.8158;7.0;172.0;383.0;12.0;1582.0;Alternativ Demokratesch Reformpartei;ADR;1.0;2022.0;2100.0;1582.0;non far-right;2009
LUX;Luxembourg;parliament;2009-06-07;11.71;7.0;60.0;Greng;Déi Gréng;The Greens;2.5;7.0;172.0;383.0;12.0;310.0;;;;;;;non far-right;2009
LUX;Luxembourg;parliament;2009-06-07;14.98;9.0;60.0;DP;Demokratesch Partei;Democratic Party;6.5789;7.0;172.0;383.0;12.0;967.0;;;;;;;non far-right;2009
LUX;Luxembourg;parliament;2009-06-07;21.56;13.0;60.0;LSAP;Lëtzebuerger Sozialistesch Aarbechterpartei;Luxembourg Socialist Workers' Party;3.2895;7.0;172.0;383.0;12.0;701.0;;;;;;;non far-right;2009
LUX;Luxembourg;parliament;2009-06-07;38.04;26.0;60.0;CSV;Chrëschtlech Sozial Vollekspartei;Christian Social People's Party;6.4474;7.0;172.0;383.0;12.0;1234.0;;;;;;;non far-right;2009
LUX;Luxembourg;parliament;2009-06-07;1.47;0.0;60.0;KPL;Kommunistesch Partei Lëtzebuerg;Communist Party of Luxembourg;1.3;7.0;172.0;383.0;12.0;151.0;Kommunistesch Partei Lëtzebuerg;KPL;0.0;2100.0;2100.0;151.0;non far-right;2009
LUX;Luxembourg;parliament;2009-06-07;3.29;1.0;60.0;DL;Déi Lénk;The Left;0.5263;7.0;172.0;383.0;12.0;457.0;Déi Lénk;Dei Lenk;0.0;2100.0;2100.0;457.0;non far-right;2009
BGR;Bulgaria;parliament;2009-07-05;14.45;38.0;240.0;DPS;Dvizhenie za Prava i Svobodi;Movement for Rights and Freedoms;4.5828;10.0;79.0;618.0;425.0;1286.0;;;;;;;non far-right;2009
BGR;Bulgaria;parliament;2009-07-05;17.7;40.0;240.0;KzB|DL;Koalitsiya za Balgariya | Demokratichna Levitsa;Coalition for Bulgaria | Democratic Left;2.8982;10.0;79.0;618.0;425.0;1160.0;;;;;;;non far-right;2009
BGR;Bulgaria;parliament;2009-07-05;6.76;15.0;240.0;SK;Sinyata Koalitsiya;Blue Coalition;7.4;10.0;79.0;618.0;425.0;1254.0;;;;;;;non far-right;2009
BGR;Bulgaria;parliament;2009-07-05;39.72;116.0;240.0;GERB;Grazhdani za Evropeysko Razvitie na Balgariya;Citizens for European Development of Bulgaria;8.7;10.0;79.0;618.0;425.0;1541.0;Grazhdani za Evropeysko Razvitie na Bulgariya;GERB;0.0;2100.0;2100.0;1541.0;non far-right;2009
BGR;Bulgaria;parliament;2009-07-05;3.26;0.0;240.0;Lider;Lider;Lider;6.0;10.0;79.0;618.0;425.0;566.0;;;;;;;non far-right;2009
BGR;Bulgaria;parliament;2009-07-05;3.02;0.0;240.0;NDSV;Natsionalno Dvizhenie Simeon Vtori;National Movement Simeon II;5.7567;10.0;79.0;618.0;425.0;544.0;Natsionalno Dvizhenie za Stabilnost i Vazhod;NDSV;0.0;2100.0;2100.0;544.0;non far-right;2009
BGR;Bulgaria;parliament;2009-07-05;4.13;10.0;240.0;RZS;Red, zakonnost i spravedlivost;Order, Lawfulness and Justice;8.7;10.0;79.0;618.0;425.0;636.0;;;;;;;non far-right;2009
BGR;Bulgaria;parliament;2009-07-05;9.36;21.0;240.0;Ataka;Ataka;Attack;5.46;10.0;79.0;618.0;425.0;535.0;Ataka;Ataka;1.0;1900.0;2100.0;535.0;far-right;2009
NOR;Norway;parliament;2009-09-14;6.2;11.0;169.0;Sp;Senterpartiet;Centre Party;4.6565;9.0;285.0;3.0;693.0;702.0;;;;;;;non far-right;2009
NOR;Norway;parliament;2009-09-14;6.2;11.0;169.0;SV;Sosialistisk Venstreparti;Socialist Left Party;1.5839;9.0;285.0;3.0;693.0;81.0;Sosialistisk Venstreparti;SV;0.0;2100.0;2100.0;81.0;non far-right;2009
NOR;Norway;parliament;2009-09-14;17.2;30.0;169.0;H;Høyre;Conservative Party;7.8994;9.0;285.0;3.0;693.0;1435.0;;;;;;;non far-right;2009
NOR;Norway;parliament;2009-09-14;22.9;41.0;169.0;Fr;Fremskrittspartiet;Progress Party;8.7595;9.0;285.0;3.0;693.0;351.0;Fremskrittspartiet;FrP;1.0;1900.0;2100.0;351.0;far-right;2009
NOR;Norway;parliament;2009-09-14;35.4;64.0;169.0;DNA;Det norske Arbeiderparti;Norwegian Labour Party;3.3706;9.0;285.0;3.0;693.0;104.0;;;;;;;non far-right;2009
NOR;Norway;parliament;2009-09-14;3.9;2.0;169.0;V;Venstre;Liberal Party of Norway;5.1467;9.0;285.0;3.0;693.0;647.0;;;;;;;non far-right;2009
NOR;Norway;parliament;2009-09-14;5.5;10.0;169.0;KrF;Kristelig Folkeparti;Christian Democratic Party;5.8516;9.0;285.0;3.0;693.0;1538.0;;;;;;;non far-right;2009
NOR;Norway;parliament;2009-09-14;1.4;0.0;169.0;RV;Rød Valgallianse;Red Electoral Alliance;0.4089;9.0;285.0;3.0;693.0;1638.0;Rødt;Rodt;0.0;2100.0;2100.0;1638.0;non far-right;2009
PRT;Portugal;parliament;2009-09-27;0.96;0.0;230.0;PCTP/MRPP;Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado;Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat;1.3;63.0;405.0;210.0;169.0;281.0;;;;;;;non far-right;2009
PRT;Portugal;parliament;2009-09-27;8.11;15.0;230.0;CDU;Coligação Democrático Unitária;Unified Democratic Coalition;2.2233;63.0;405.0;210.0;169.0;1295.0;;;;;;;non far-right;2009
PRT;Portugal;parliament;2009-09-27;10.12;16.0;230.0;BE;Bloco de Esquerda;Bloc of the Left;1.6425;63.0;405.0;210.0;169.0;557.0;Bloco de Esquerda;BE;0.0;2100.0;2100.0;557.0;non far-right;2009
PRT;Portugal;parliament;2009-09-27;10.77;21.0;230.0;CDS-PP;Centro Democrático e Social – Partido Popular;Democratic and Social Centre -- People's Party;8.0222;63.0;405.0;210.0;169.0;251.0;;;;;;;non far-right;2009
PRT;Portugal;parliament;2009-09-27;30.04;81.0;230.0;PSD;Partido Social Democrata;Social Democratic Party;6.2949;63.0;405.0;210.0;169.0;1273.0;;;;;;;non far-right;2009
PRT;Portugal;parliament;2009-09-27;37.73;97.0;230.0;PS;Partido Socialista;Socialist Party;4.0492;63.0;405.0;210.0;169.0;725.0;;;;;;;non far-right;2009
DEU;Germany;parliament;2009-09-27;27.3;194.0;622.0;CDU;Christlich Demokratische Union;Christian Democratic Union;6.2503;54.0;93.0;118.0;85.0;808.0;;;;;;;non far-right;2009
DEU;Germany;parliament;2009-09-27;14.6;93.0;622.0;FDP;Freie Demokratische Partei;Free Democratic Party;5.9233;54.0;93.0;118.0;85.0;543.0;;;;;;;non far-right;2009
DEU;Germany;parliament;2009-09-27;11.9;76.0;622.0;PDS|Li;PDS | Die Linke;PDS | The Left;1.2152;54.0;93.0;118.0;85.0;791.0;PDS / Die Linke;Linke;0.0;2100.0;2100.0;791.0;non far-right;2009
DEU;Germany;parliament;2009-09-27;10.7;68.0;622.0;B90/Gru;Bündnis 90 / Die Grünen;Alliance 90 / Greens;2.9308;54.0;93.0;118.0;85.0;772.0;;;;;;;non far-right;2009
DEU;Germany;parliament;2009-09-27;6.5;45.0;622.0;CSU;Christlich Soziale Union;Christian Social Union;7.2871;54.0;93.0;118.0;85.0;1180.0;;;;;;;non far-right;2009
DEU;Germany;parliament;2009-09-27;2.0;0.0;622.0;Pi;Piratenpartei Deutschland;German Pirate Party;;54.0;93.0;118.0;85.0;865.0;;;;;;;non far-right;2009
DEU;Germany;parliament;2009-09-27;1.5;0.0;622.0;NPD;Nationaldemokratische Partei Deutschlands;National Democratic Party;9.8246;54.0;93.0;118.0;85.0;1537.0;;;;;;;non far-right;2009
DEU;Germany;parliament;2009-09-27;23.0;146.0;622.0;SPD;Sozialdemokratische Partei Deutschlands;Social Democratic Party of Germany;3.6451;54.0;93.0;118.0;85.0;558.0;;;;;;;non far-right;2009
GRC;Greece;parliament;2009-10-04;4.6;13.0;300.0;SYRIZA;Synaspismós Rizospastikís Aristerás;Coalition of the Radical Left;2.8947;41.0;651.0;466.0;581.0;1592.0;Synaspismós Rizospastikís Aristerás;SYRIZA;0.0;2100.0;2100.0;1592.0;non far-right;2009
GRC;Greece;parliament;2009-10-04;33.47;91.0;300.0;ND;Néa Đimokratía;New Democracy;6.7365;41.0;651.0;466.0;581.0;47.0;;;;;;;non far-right;2009
GRC;Greece;parliament;2009-10-04;7.54;21.0;300.0;KKE;Kommounistikó Kómma Elládas;Communist Party of Greece;1.253;41.0;651.0;466.0;581.0;614.0;Kommounistikó Kómma Elládas;KKE;0.0;2100.0;2100.0;614.0;non far-right;2009
GRC;Greece;parliament;2009-10-04;43.92;160.0;300.0;PASOK;Panellinio Sosialistikó Kínima;Panhellenic Socialist Movement;4.4968;41.0;651.0;466.0;581.0;1338.0;;;;;;;non far-right;2009
GRC;Greece;parliament;2009-10-04;2.53;0.0;300.0;OP;Oikologoi Prasinoi;Ecologist Greens;2.5;41.0;651.0;466.0;581.0;1280.0;;;;;;;non far-right;2009
GRC;Greece;parliament;2009-10-04;5.63;15.0;300.0;LAOS;Laïkós Orthódoxos Synagermós;Popular Orthodox Rally;9.11;41.0;651.0;466.0;581.0;1179.0;Laïkós Orthódoxos Synagermós;LAOS;1.0;1900.0;2100.0;1179.0;far-right;2009
HUN;Hungary;parliament;2010-04-25;;227.0;386.0;Fi-MPSz;Fidesz – Magyar Polgári Szövetség;Fidesz -- Hungarian Civic Union;6.5432;39.0;688.0;194.0;162.0;921.0;Fidesz;Fidesz;1.0;2010.0;2100.0;921.0;far-right;2010
HUN;Hungary;parliament;2010-04-25;19.3;59.0;386.0;MSZP;Magyar Szocialista Párt;Hungarian Socialist Party;2.8743;39.0;688.0;194.0;162.0;1591.0;;;;;;;non far-right;2010
HUN;Hungary;parliament;2010-04-25;16.67;47.0;386.0;Jobbik;Jobbik Magyarországért Mozgalom;Jobbik Movement for a Better Hungary;8.7;39.0;688.0;194.0;162.0;600.0;Jobbik Magyarországért Mozgalom;Jobbik;1.0;1900.0;2018.0;600.0;far-right;2010
HUN;Hungary;parliament;2010-04-25;;36.0;386.0;KDNP;Kereszténydemokrata Néppárt;Christian Democratic People's Party;7.4;39.0;688.0;194.0;162.0;434.0;;;;;;;non far-right;2010
HUN;Hungary;parliament;2010-04-25;7.48;16.0;386.0;LMP;Lehet Más a Politika;Politics Can Be Different;2.5;39.0;688.0;194.0;162.0;403.0;;;;;;;non far-right;2010
HUN;Hungary;parliament;2010-04-25;;1.0;386.0;none;független;no party affiliation;;39.0;688.0;194.0;162.0;1617.0;;;;;;;non far-right;2010
HUN;Hungary;parliament;2010-04-25;2.18;0.0;386.0;MDF;Magyar Demokrata Fórum;Hungarian Democratic Forum;6.4826;39.0;688.0;194.0;162.0;546.0;;;;;;;non far-right;2010
HUN;Hungary;parliament;2010-04-25;52.73;;386.0;Fi+KDNP;Fidesz – Magyar Polgári Szövetség / Kereszténydemokrata Néppárt;Fidesz -- Hungarian Civic Party / Christian Democratic People's Party;6.5432;39.0;688.0;194.0;162.0;437.0;;;;;;;far-right;2010
GBR;United Kingdom;parliament;2010-05-06;29.0;258.0;650.0;Lab;Labour Party;Labour;4.3562;44.0;582.0;233.0;119.0;1556.0;;;;;;;non far-right;2010
GBR;United Kingdom;parliament;2010-05-06;0.6;5.0;650.0;SF;Sinn Féin;Sinn Fein;1.3;44.0;582.0;233.0;119.0;689.0;;;;;;;non far-right;2010
GBR;United Kingdom;parliament;2010-05-06;1.7;6.0;650.0;SNP;Scottish National Party – Pàrtaidh Nàiseanta na h-Alba;Scottish National Party;3.5871;44.0;582.0;233.0;119.0;1284.0;;;;;;;non far-right;2010
GBR;United Kingdom;parliament;2010-05-06;0.6;8.0;650.0;DUP;Democratic Unionist Party;Democratic Unionist Party;7.4;44.0;582.0;233.0;119.0;319.0;Democratic Unionist Party;DUP;0.0;2100.0;2100.0;319.0;non far-right;2010
GBR;United Kingdom;parliament;2010-05-06;23.0;57.0;650.0;Lib;Liberals;Liberals;4.2875;44.0;582.0;233.0;119.0;659.0;;;;;;;non far-right;2010
GBR;United Kingdom;parliament;2010-05-06;0.6;3.0;650.0;Plaid;Plaid Cymru;Plaid Cymru;3.1183;44.0;582.0;233.0;119.0;311.0;;;;;;;non far-right;2010
GBR;United Kingdom;parliament;2010-05-06;1.0;1.0;650.0;GP;Green Party;Green Party;2.57;44.0;582.0;233.0;119.0;467.0;;;;;;;non far-right;2010
GBR;United Kingdom;parliament;2010-05-06;;1.0;650.0;etc;others;others;;44.0;582.0;233.0;119.0;453.0;;;;;;;non far-right;2010
GBR;United Kingdom;parliament;2010-05-06;0.14;1.0;650.0;one-seat;one seat;one seat;;44.0;582.0;233.0;119.0;2296.0;;;;;;;non far-right;2010
GBR;United Kingdom;parliament;2010-05-06;1.9;0.0;650.0;BNP;British National Party;British National Party;8.7;44.0;582.0;233.0;119.0;1250.0;;;;;;;non far-right;2010
GBR;United Kingdom;parliament;2010-05-06;3.1;0.0;650.0;UKIP;United Kingdom Independence Party;United Kingdom Independence Party;7.8429;44.0;582.0;233.0;119.0;1272.0;United Kingdom Independence Party;UKIP;1.0;2002.0;2100.0;1272.0;far-right;2010
GBR;United Kingdom;parliament;2010-05-06;0.4;3.0;650.0;SDLP;Social Democratic and Labour Party;Social Democratic and Labour Party;3.3;44.0;582.0;233.0;119.0;1023.0;;;;;;;non far-right;2010
GBR;United Kingdom;parliament;2010-05-06;36.1;307.0;650.0;Con;Conservatives;Conservatives;7.4261;44.0;582.0;233.0;119.0;773.0;;;;;;;non far-right;2010
CZE;Czech Republic;parliament;2010-05-29;10.88;24.0;200.0;VV;Věci veřejné;Public Affairs;6.0;68.0;599.0;50.0;157.0;336.0;Veci verejné;VV;0.0;2100.0;2100.0;336.0;non far-right;2010
CZE;Czech Republic;parliament;2010-05-29;22.08;56.0;200.0;CSSD;Česká strana sociálně demokratická;Czech Social Democratic Party;3.0463;68.0;599.0;50.0;157.0;789.0;;;;;;;non far-right;2010
CZE;Czech Republic;parliament;2010-05-29;20.22;53.0;200.0;ODS;Občanská demokratická strana;Civic Democratic Party;7.3637;68.0;599.0;50.0;157.0;829.0;;;;;;;non far-right;2010
CZE;Czech Republic;parliament;2010-05-29;16.7;38.0;200.0;TOP09;Tradice Odpovědnost Prosperita 09;Tradition Responsibility Prosperity 09;7.4;68.0;599.0;50.0;157.0;2.0;;;;;;;non far-right;2010
CZE;Czech Republic;parliament;2010-05-29;11.27;26.0;200.0;KSCM;Komunistická strana Cech a Moravy;Communist Party of Bohemia and Moravia;0.7498;68.0;599.0;50.0;157.0;1173.0;Komunistická strana Cech a Moravy;KSCM;0.0;2100.0;2100.0;1173.0;non far-right;2010
CZE;Czech Republic;parliament;2010-05-29;;3.0;200.0;STAN;Starostové a nezávislí;Mayors and Independents;6.0;68.0;599.0;50.0;157.0;2024.0;;;;;;;non far-right;2010
CZE;Czech Republic;parliament;2010-05-29;3.67;0.0;200.0;S-JB;Suverenita – blok Jany Bobošíkové;Sovereignty -- Jana Bobosikova Bloc;8.7;68.0;599.0;50.0;157.0;1613.0;;;;;;;non far-right;2010
CZE;Czech Republic;parliament;2010-05-29;2.44;0.0;200.0;SZ;Strana zelených;Green Party;4.123;68.0;599.0;50.0;157.0;196.0;;;;;;;non far-right;2010
CZE;Czech Republic;parliament;2010-05-29;4.39;0.0;200.0;KDU-CSL;Křesťanská a demokratická unie – Československá strana lidová;Christian Democratic Union -- People's Party;5.8099;68.0;599.0;50.0;157.0;1245.0;;;;;;;non far-right;2010
CZE;Czech Republic;parliament;2010-05-29;1.14;0.0;200.0;DSSS;Dělnická strana sociální spravedlnosti;Workers' Party of Social Justice;8.7;68.0;599.0;50.0;157.0;795.0;;;;;;;non far-right;2010
CZE;Czech Republic;parliament;2010-05-29;4.33;0.0;200.0;SPOZ;Strana práv občanů – Zemanovci;Party of Civic Rights -- Zemanovci;3.3;68.0;599.0;50.0;157.0;406.0;;;;;;;non far-right;2010
NLD;Netherlands;parliament;2010-06-09;0.56;0.0;150.0;no-seat;no seat;no seat;;8.0;530.0;578.0;652.0;2110.0;;;;;;;non far-right;2010
NLD;Netherlands;parliament;2010-06-09;1.74;2.0;150.0;SGP;Staatkundig Gereformeerde Partij;Political Reformed Party;8.7531;8.0;530.0;578.0;652.0;1251.0;;;;;;;non far-right;2010
NLD;Netherlands;parliament;2010-06-09;1.3;2.0;150.0;PvdD;Partij voor de Dieren;Party for the Animals;;8.0;530.0;578.0;652.0;990.0;;;;;;;non far-right;2010
